,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,71374,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:34:00.000Z,0.9996324209557066,43053642077.31519,41.0157,-0.00487487,-0.0019417,-0.12734554,-0.00267872,-0.04793931,-0.08332476,94975911103.99709,5.6532,98566716580.6,,2024-01-15T17:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:35:37.306248
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:34:00.000Z,317.262981884101,1593121318.0569272,113.5518,0.28452434,3.72572583,5.37006393,28.87601942,28.17931065,49.94826365,48125482503.201515,2.8646,48125482503.2,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:35:00.000Z,95.02817861785154,2225271952.462916,-12.6004,0.87636344,-6.21149387,-0.1119922,25.0200731,51.31983539,295.06651378,41117221801.506165,2.4476,53902768234.25,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:35:37.306248
5,52,XRP,XRP,xrp,1199,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54266821529.0,99988013070.0,False,,6,,,,2024-01-15T17:35:00.000Z,0.5735942142988409,1190932997.313114,117.7172,0.29303829,-1.11694719,1.11945219,-7.86830088,-8.45702402,16.90976262,31127134857.42218,1.8528,57359421429.88,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:35:37.306248
6,3408,USDC,USDC,usd-coin,16210,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25483730797.828663,25483730797.828663,False,,7,,,,2024-01-15T17:34:00.000Z,1.0001892016270701,5282112333.445367,65.993,-0.01048724,0.00384756,-0.00061363,0.00263521,0.02861446,0.02734386,25488552361.15943,1.5171,25488552361.16,,2024-01-15T17:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-15 12:35:37.306248
7,2010,Cardano,ADA,cardano,1024,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35395220857.908,36528237975.525,False,,8,,,,2024-01-15T17:34:00.000Z,0.5279014442922414,384186470.4799234,32.7078,0.40647337,-3.35607065,2.92646187,-14.98346476,37.23547073,113.45653274,18685188211.9325,1.1122,23755564993.15,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
8,5805,Avalanche,AVAX,avalanche,636,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366648413.69842523,434681323.69842523,False,,9,,,,2024-01-15T17:34:00.000Z,36.17002489656649,533286580.98892677,-5.9731,1.61847834,-3.28603245,5.74684433,-18.15966317,58.40121353,297.35061743,13261682251.75865,0.7894,26042417925.53,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
9,74,Dogecoin,DOGE,dogecoin,873,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142664846383.70523,142664846383.70523,True,,10,,,,2024-01-15T17:35:00.000Z,0.08071830550648201,319737649.5384969,-21.7974,0.33522143,-1.56603148,1.6942039,-14.77306007,2.78884715,36.91742562,11515664655.435244,0.6854,11515664655.44,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:35:37.306248
10,1958,TRON,TRX,tron,897,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88233417552.4033,88233475924.3871,True,,11,71659659264.0,8131624727.790614,,2024-01-15T17:34:00.000Z,0.11347562647253245,292154788.5965881,-20.4213,0.12653593,-0.01894926,9.96354556,10.67773064,9.8582466,28.96452569,10012342332.571507,0.596,10012348956.37,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
11,6636,Polkadot,DOT,polkadot-new,661,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1267804476.715794,1400064978.4241457,True,,12,,,,2024-01-15T17:34:00.000Z,7.538514958990385,207130006.74392745,25.1969,1.06287094,-1.43665729,4.3946741,3.36381773,36.03023285,104.21499693,9557363012.796991,0.5689,10554410783.41,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
12,1975,Chainlink,LINK,chainlink,1568,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-15T17:34:00.000Z,15.492764016298326,773316453.719756,35.1503,1.20822754,1.09778751,13.64393054,5.4978907,9.29595691,110.48893098,8801438779.891075,0.5239,15492764016.3,,2024-01-15T17:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-15 12:35:37.306248
13,11419,Toncoin,TON,toncoin,187,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456764504.8469152,5101204539.361079,True,,14,3414166606.0,8141992937.995303,,2024-01-15T17:35:00.000Z,2.3847673173554855,73053621.76804411,-6.0271,0.42826885,3.58862377,6.77618316,6.06298517,1.79636877,18.14917583,8243579014.953442,0.4907,12165185864.61,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:35:37.306248
14,3890,Polygon,MATIC,polygon,1239,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562650827.633085,10000000000.0,False,,15,,,,2024-01-15T17:34:00.000Z,0.8489926925937988,353425137.8317365,23.4274,1.09381017,-2.01698498,4.71274991,-1.57835097,-4.07801973,63.10152815,8118620674.486532,0.4832,8489926925.94,,2024-01-15T17:34:00.000Z,,,,,,2024-01-15 12:35:37.306248
0,1,Bitcoin,BTC,bitcoin,10707,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19599406.0,19599406.0,False,,1,,,,2024-01-15T17:36:00.000Z,42684.498095732764,23228986370.839096,73.8665,0.67295906,-0.63450285,-5.83483861,0.44836876,16.74826062,50.12565302,836590808084.4933,49.7961,896374460010.39,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
1,1027,Ethereum,ETH,ethereum,8248,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180819.14963801,120180819.14963801,True,,2,,,,2024-01-15T17:36:00.000Z,2531.8771762045913,10812969731.720577,21.5242,0.56077424,-0.08487131,11.41636844,12.56611845,25.86595893,61.3171233,304283073022.54016,18.1117,304283073022.54,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
2,825,Tether USDt,USDT,tether,71374,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:35:00.000Z,0.9997146922767989,43061854261.25371,41.0822,0.02178392,0.00261965,-0.11228808,0.02424186,-0.04564912,-0.08802212,94983727770.91852,5.6537,98574828776.46,,2024-01-15T17:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:36:37.532700
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:35:00.000Z,317.2316775684195,1593786263.282717,113.5843,0.25835128,3.69858968,5.36079976,28.81891728,28.15514437,49.92135717,48120733965.292496,2.8643,48120733965.29,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:36:00.000Z,95.02872074458865,2224916705.5922484,-12.5936,0.90589105,-6.15856949,-0.11643784,25.03097784,51.3910992,294.99764092,41117456371.352905,2.4476,53903075744.43,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
5,52,XRP,XRP,xrp,1199,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54266821529.0,99988013070.0,False,,6,,,,2024-01-15T17:36:00.000Z,0.5735454282575909,1191064848.543159,117.7616,0.29212389,-1.12812882,1.10287907,-7.88166922,-8.46488051,16.88822602,31124487394.02856,1.8526,57354542825.76,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
6,3408,USDC,USDC,usd-coin,16210,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25483730797.828663,25483730797.828663,False,,7,,,,2024-01-15T17:36:00.000Z,1.0002087442563377,5284669912.522701,66.122,-0.01310598,0.02333851,0.01538785,0.01302755,0.00913263,0.0202514,25489050380.262764,1.5172,25489050380.26,,2024-01-15T17:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-15 12:36:37.532700
7,2010,Cardano,ADA,cardano,1024,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35395220857.908,36528237975.525,False,,8,,,,2024-01-15T17:35:00.000Z,0.5280566499081764,384087049.9880691,32.655,0.4443301,-3.4294151,2.95157757,-14.94966096,37.25928616,113.51706108,18690681748.986904,1.1125,23762549245.87,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
8,5805,Avalanche,AVAX,avalanche,636,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366648413.69842523,434681323.69842523,False,,9,,,,2024-01-15T17:35:00.000Z,36.1516170019411,533401892.2510719,-5.7853,1.42205712,-3.30706815,5.68658412,-18.21061124,58.25995,297.15553629,13254933026.394724,0.789,26029164241.4,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
9,74,Dogecoin,DOGE,dogecoin,873,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,142664846383.70523,142664846383.70523,True,,10,,,,2024-01-15T17:36:00.000Z,0.08071868477559534,319762179.8671714,-21.8122,0.33482276,-1.56956275,1.67941515,-14.78690874,2.79504921,36.92001438,11515718763.805035,0.6854,11515718763.81,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
10,1958,TRON,TRX,tron,897,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88233417552.4033,88233475924.3871,True,,11,71659659264.0,8132737604.543211,,2024-01-15T17:35:00.000Z,0.11349115650385032,292183310.5888178,-20.3975,0.1256452,-0.04217578,9.98183178,10.68810727,9.86658065,28.98782649,10013712600.309378,0.596,10013719225.01,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
11,6636,Polkadot,DOT,polkadot-new,661,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1267804476.715794,1400064978.4241457,True,,12,,,,2024-01-15T17:35:00.000Z,7.5390522831898785,207199781.38890138,25.2263,1.02111381,-1.55178194,4.40891853,3.36448334,36.03001511,104.2244518,9558044234.822557,0.569,10555163072.2,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
12,1975,Chainlink,LINK,chainlink,1568,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,568099970.4527867,1000000000.0,False,,13,,,,2024-01-15T17:35:00.000Z,15.490150984202028,773298285.3318326,35.1115,1.200152,1.09557498,13.61721894,5.47132372,9.25040484,110.45768289,8799954316.434378,0.5238,15490150984.2,,2024-01-15T17:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-01-15 12:36:37.532700
13,11419,Toncoin,TON,toncoin,187,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3456764504.8469152,5101204539.361079,True,,14,3414166606.0,8135221576.162263,,2024-01-15T17:36:00.000Z,2.3827840041155457,73133223.94053225,-5.9189,0.38551735,3.41926873,6.67909963,5.9481536,1.683198,18.05091073,8236723168.143624,0.4903,12155068578.11,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:36:37.532700
14,3890,Polygon,MATIC,polygon,1239,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9562650827.633085,10000000000.0,False,,15,,,,2024-01-15T17:35:00.000Z,0.8491717139808429,353480377.758619,23.5274,1.10589996,-2.04091911,4.69517715,-1.55353847,-4.06440699,63.13344701,8120332593.501513,0.4833,8491717139.81,,2024-01-15T17:35:00.000Z,,,,,,2024-01-15 12:36:37.532700
0,1,Bitcoin,BTC,bitcoin,10707,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19599406.0,19599406.0,False,,1,,,,2024-01-15T17:37:00.000Z,42684.14638694291,23231656413.418827,73.8305,0.6781611,-0.64835936,-5.94939375,0.43438095,16.8270449,50.21000517,836583914801.1273,49.7883,896367074125.8,,2024-01-15T17:37:00.000Z,,,,,,2024-01-15 12:37:37.747794
1,1027,Ethereum,ETH,ethereum,8248,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120180819.14963801,120180819.14963801,True,,2,,,,2024-01-15T17:37:00.000Z,2532.384876410675,10815243502.246286,21.6501,0.57609309,-0.02732079,11.30766705,12.56925338,25.97727737,61.4255796,304344088849.18976,18.1127,304344088849.19,,2024-01-15T17:37:00.000Z,,,,,,2024-01-15 12:37:37.747794
2,825,Tether USDt,USDT,tether,71374,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,95010835095.95918,98602960962.7516,True,,3,,,,2024-01-15T17:36:00.000Z,0.9995902356168509,43067416555.546646,41.1283,-0.01250478,-0.00683082,-0.11629137,0.01716407,-0.07732401,-0.09707319,94971903039.7236,5.6521,98562556981.28,,2024-01-15T17:36:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-01-15 12:37:37.747794
3,1839,BNB,BNB,bnb,2008,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,151689561.1880184,151689561.1880184,False,,4,,,,2024-01-15T17:36:00.000Z,317.21587444992446,1594037175.2758667,113.6349,0.2716644,3.70240776,5.35143644,28.81548299,28.16815991,49.91805249,48118336797.18258,2.8641,48118336797.18,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:37:37.747794
4,5426,Solana,SOL,solana,614,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,432684519.4713864,567229310.4871085,True,,5,,,,2024-01-15T17:37:00.000Z,95.06884915198023,2223043714.7653418,-12.7027,0.98065711,-6.11391099,-0.15406615,25.02858988,51.63612768,294.92876797,41134819312.022285,2.4487,53925837753.28,,2024-01-15T17:37:00.000Z,,,,,,2024-01-15 12:37:37.747794
5,52,XRP,XRP,xrp,1199,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54266821529.0,99988013070.0,False,,6,,,,2024-01-15T17:37:00.000Z,0.5736073226172194,1191273062.307704,117.8021,0.31235579,-1.11743436,1.04369249,-7.90415357,-8.39470158,16.8373615,31127846204.196167,1.8525,57360732261.72,,2024-01-15T17:37:00.000Z,,,,,,2024-01-15 12:37:37.747794
6,3408,USDC,USDC,usd-coin,16210,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,25483730797.828663,25483730797.828663,False,,7,,,,2024-01-15T17:37:00.000Z,1.0001304941090685,5286768985.387359,66.1703,0.00506063,-0.00966633,0.00373659,0.00543566,0.01163394,0.01279402,25487056274.574867,1.5168,25487056274.57,,2024-01-15T17:37:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-01-15 12:37:37.747794
7,2010,Cardano,ADA,cardano,1024,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35395220857.908,36528237975.525,False,,8,,,,2024-01-15T17:36:00.000Z,0.5280327636430581,383843346.5708363,32.4312,0.44559441,-3.45153659,2.92356332,-14.94501398,37.24948923,113.4679275,18689836289.35757,1.1123,23761474363.94,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:37:37.747794
8,5805,Avalanche,AVAX,avalanche,636,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,366648413.69842523,434681323.69842523,False,,9,,,,2024-01-15T17:36:00.000Z,36.14990011975681,533395515.21338725,-5.7844,1.45388909,-3.28523353,5.6717193,-18.15127916,58.2496088,297.16817267,13254303534.265347,0.7889,26027928086.22,,2024-01-15T17:36:00.000Z,,,,,,2024-01-15 12:37:37.747794
